Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
Salvelinus malma,,Dolly Varden,,F-SAMA,AFCHA05040,G5,28-Dec-17,S4,25-Aug-11,02-Jan-12, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;5;6;7;8;9,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;CBRD;MWRD;CCRD;SQCRD;KSRD;BNRD;PRRD;SKRD;OSRD;FVRD,Delta;Telkwa;Ucluelet;Stewart;Tofino;Lake Cowichan;Sayward;Victoria;Hope;Massett;Harrison Hot Springs;Pemberton;Anmore;Port Moody;Highlands;Cumberland;Terrace;Langford;Hazelton;New Hazelton;Houston;Richmond;Port Hardy;Alert Bay;Port McNeill;Port Alice;Kent;Zeballos;Tahsis;Lions Bay;Gibsons;Mission;Granisle;Sooke;Bowen Island;Central Saanich;Lantzville;Queen Charlotte (Village);Sechelt (Indian Government);Pitt Meadows;Port Coquitlam;Chilliwack;Oak Bay;Qualicum Beach;Langley (District);Abbotsford;Surrey;White Rock;View Royal;Comox;Colwood;Squamish;North Saanich;Sidney;Metchosin;Vancouver;Parksville;Campbell River;Courtenay;Powell River;Sechelt;North Vancouver (District);North Vancouver (City);Burnaby;Esquimalt;North Cowichan;Port Alberni;New Westminster;Saanich;Port Clements;Ladysmith;Nanaimo;Prince Rupert;Duncan;Coquitlam;West Vancouver;Port Edward;Maple Ridge;Smithers;Belcarra;Kitimat;Gold River,BWBS;CDF;CWH;ESSF;ICH;MH;SBS,,Native,Regularly occurring,, ,N,N,
Salvelinus malma - northern lineage,Salvelinus malma pop. 2,Dolly Varden - Northern Lineage,,F-SAMA-02,AFCHA05042,G5T4T5,25-Aug-11,S4S5,25-Aug-11,02-Jan-12, , ,Yellow, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,Y,N,
Salvelinus malma - southern lineage,Salvelinus malma pop. 1,Dolly Varden - Southern Lineage,,F-SAMA-01,AFCHA05041,G5TNR,,S4,25-Aug-11,02-Jan-12, , ,Yellow, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Population,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, , , , , ,,Native,Regularly occurring,, ,Y,N,
Salvelinus namaycush,,Lake Trout,,F-SANA,AFCHA05050,G5,17-Aug-15,S4,15-May-19,04-Nov-00, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae, ,2;3;4;5;6;7;8;9, , ,BAFA;BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,, ,N,N,
Sander vitreus,Stizostedion vitreum,Walleye,,F-SAVI,AFCQC05020,G5,17-Aug-15,S4S5,15-May-19,02-Jan-12, , ,Yellow, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Percidae, ,4;9, , ,BG;BWBS;ICH;IDF,,Native,Regularly occurring,, ,N,N,
Sarda chiliensis,,Pacific Bonito,,F-SACH,AFCS306010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sardinops sagax,,Pacific Sardine,,F-SASG,AFCFA10010,GNR,,SNR,,,NAR (May 2002), ,No Status, ,, ,,,,3,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Clupeiformes,Clupeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Scomber japonicus,,Pacific Chub Mackerel,,F-SCJA,AFCS307010,G5,24-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scombridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Scopelogadus mizolepis,,Flabby Ridgehead,,F-SCMI,AFC9C03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stephanoberyciformes,Melamphaidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Scopelosaurus harryi,,Scaly Waryfish,,F-SCHA,AFC8H01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Notosudidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Scorpaenichthys marmoratus,,Cabezon,,F-SCMA,AFC4E13010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Scytalina cerdale,,Graveldiver,,F-SCCE,AFCSG01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Scytalinidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes aleutianus,,Rougheye Rockfish,,F-SEAL,AFC4A06010,GNR,,SNR,,,SC (Apr 2007), ,No Status, ,, ,,,,1-SC (Mar 2009),Type 1 and Type 2, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes alutus,,Pacific Ocean Perch,,F-SEAT,AFC4A06020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes auriculatus,,Brown Rockfish,,F-SEAU,AFC4A06040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes aurora,,Aurora Rockfish,,F-SEAR,AFC4A06050,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes babcocki,,Redbanded Rockfish,,F-SEBA,AFC4A06060,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes borealis,,Shortraker Rockfish,,F-SEBO,AFC4A06070,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes brevispinis,,Silvergray Rockfish,,F-SEBR,AFC4A06080,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes caurinus,,Copper Rockfish,,F-SECA,AFC4A06100,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes chlorostictus,,Greenspotted Rockfish,,F-SECH,AFC4A06110,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes ciliatus,,Dark Rockfish,,F-SECI,AFC4A06130,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes crameri,,Darkblotched Rockfish,,F-SECR,AFC4A06150,GNR,,SNR,,,SC (Nov 2009), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes diploproa,,Splitnose Rockfish,,F-SEDI,AFC4A06170,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes elongatus,,Greenstriped Rockfish,,F-SEEL,AFC4A06180,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes emphaeus,,Puget Sound Rockfish,,F-SEEM,AFC4A06190,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes entomelas,,Widow Rockfish,,F-SEEN,AFC4A06210,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes flavidus,,Yellowtail Rockfish,,F-SEFL,AFC4A06240,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes goodei,,Chilipepper,,F-SEGO,AFC4A06260,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes helvomaculatus,,Rosethorn Rockfish,,F-SEHE,AFC4A06270,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes jordani,,Shortbelly Rockfish,,F-SEJO,AFC4A06290,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes maliger,,Quillback Rockfish,,F-SEMA,AFC4A06330,GNR,,SNR,,,T (Nov 2009), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes melanops,,Black Rockfish,,F-SEME,AFC4A06350,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes melanostomus,,Blackgill Rockfish,,F-SEML,AFC4A06370,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes miniatus,,Vermilion Rockfish,,F-SEMI,AFC4A06390,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes mystinus,,Blue Rockfish,,F-SEMY,AFC4A06400,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes nebulosus,,China Rockfish,,F-SENE,AFC4A06410,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes nigrocinctus,,Tiger Rockfish,,F-SENI,AFC4A06420,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes paucispinis,,Bocaccio,,F-SEPA,AFC4A06440,G4,02-Jul-03,SNR,31-Dec-02,31-Dec-02,E (Nov 2013), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes pinniger,,Canary Rockfish,,F-SEPI,AFC4A06460,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes polyspinis,,Northern Rockfish,,F-SEPL,AFC4A06470,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes proriger,,Redstripe Rockfish,,F-SEPR,AFC4A06480,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes reedi,,Yellowmouth Rockfish,,F-SERE,AFC4A06500,GNR,,SNR,,,T (Apr 2010), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes ruberrimus,,Yelloweye Rockfish,,F-SERU,AFC4A06530,GNR,,SNR,,,SC (Nov 2008),Pacific Ocean outside waters and inside waters populations.,No Status, ,, ,,,,1-SC,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes rufus,,Bank Rockfish,,F-SERF,AFC4A06560,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes saxicola,,Stripetail Rockfish,,F-SESA,AFC4A06570,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes variabilis,,Dusky Rockfish,,F-SEVR,AFC4A06700,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes variegatus,,Harlequin Rockfish,,F-SEVA,AFC4A06630,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes wilsoni,,Pygmy Rockfish,,F-SEWI,AFC4A06640,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastes zacentrus,,Sharpchin Rockfish,,F-SEZA,AFC4A06650,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastolobus alascanus,,Shortspine Thornyhead,,F-SEAS,AFC4A07010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sebastolobus altivelis,,Longspine Thornyhead,,F-SEAI,AFC4A07020,GNR,,SNR,,,SC (Apr 2007), ,No Status, ,, ,,,,1-SC (Mar 2009),, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Scorpaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Seriola lalandi,,Yellowtail,,F-SELA,AFCQZ11040,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Carangidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Seriphus politus,,Queenfish,,F-SEPO,AFCQH16010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sciaenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Serrivomer jesperseni,,Crossthroat Sawpalate,,F-SEJE,AFCEK01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Anguilliformes,Serrivomeridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Somniosus pacificus,,Pacific Sleeper Shark,,F-SOPA,AFDEA06020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Squaliformes,Somniosidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Spectrunculus grandis,,Giant Cusk-eel,,F-SPGR,AFCMD08010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Ophidiiformes,Ophidiidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Sphyraena argentea,,Pacific Barracuda,,F-SPAR,AFCQV01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Sphyraenidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Spirinchus sp. 1,,Pygmy Longfin Smelt,,F-SPSP-01,AFCHB03030,G1G2Q,25-May-15,S2,15-May-19,15-May-19,DD (Nov 2004), ,Red, ,, ,,,,,,5 - Undetermined (2000),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae,DCK,2,MVRD;FVRD,Harrison Hot Springs;Kent;Pitt Meadows,CWH,,Native,Regularly occurring,, ,Y,Y,
Spirinchus starksi,,Night Smelt,,F-SPST,AFCHB03020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae, , , , , ,,Native,Regularly occurring,, ,N,N,
Spirinchus thaleichthys,,Longfin Smelt,,F-SPTH,AFCHB03010,G5,09-Feb-16,S3?,15-May-19,15-May-19, , ,Blue, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Osmeriformes,Osmeridae, ,2;6, , ,CDF;CWH,,Native,Regularly occurring,, ,N,N,
Squalus suckleyi,Squalus acanthias,Spiny Dogfish,,F-SQSU,AFDEA07040,G5,24-Dec-17,SNR,,,SC (Nov 2011), ,No Status, ,, ,,,,,, ,,Vertebrate Animal,cartilaginous fishes,Species,Animalia,Craniata,Chondrichthyes,Squaliformes,Squalidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Stellerina xyosterna,Occella impi,Pixie Poacher,,F-STXY,AFC4F15010,GNR,,SNR,,24-Aug-05, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Agonidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Stenobrachius leucopsarus,,Northern Lampfish,,F-STLE,AFCVH07010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Stenobrachius nannochir,,Garnet Lanternfish,,F-STNA,AFCVH07020,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Stenodus leucichthys,,Inconnu,,F-STLU,AFCHA06010,G5,10-May-16,S3,15-May-19,04-Nov-00, , ,Blue, ,, ,,,,,,4 - Secure (2005),,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Salmoniformes,Salmonidae,DFN;DNI;DSS_C,5;6;9,CCRD;SKRD;NRRD,Northern Rockies,BWBS;CWH,,Native,Regularly occurring,, ,N,W,No occurrences mapped.
Sternoptyx pseudobscura,,Highlight Hatchetface,,F-STPS,AFC7C02010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stomiiformes,Sternoptychidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Stichaeus punctatus,,Arctic Shanny,,F-STPU,AFCSC17010,G5,26-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Stichaeidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Symbolophorus californiensis,,Bigfin Lanternfish,,F-SYCA,AFCVH14010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Symphurus atricaudus,,California Tonguefish,,F-SYAT,AFCTC04020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Pleuronectiformes,Cynoglossidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Synchirus gilli,,Manacled Sculpin,,F-SYGI,AFC4E15010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Scorpaeniformes,Cottidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Syngnathus leptorhynchus,,Bay Pipefish,,F-SYLE,AFCPB010D0,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Gasterosteiformes,Syngnathidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Synodus lucioceps,,Smallscale Lizardfish,,F-SYLU,AFC8B02030,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Aulopiformes,Synodontidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Tactostoma macropus,,Longfin Dragonfish,,F-TAMA,AFC7B02010,G5,22-Dec-17,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Stomiiformes,Stomiidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Talismania bifurcata,,Threadfin Slickhead,,F-TABI,AFCHH01010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Argentiniformes,Alepocephalidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Taractes asper,,Rough Pomfret,,F-TAAS,AFCRH03010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Bramidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Taranetzella lyoderma,,Ghostly Eelpout,,F-TALY,AFCMG06010,G5,26-Mar-09,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Zoarcidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Tarletonbeania crenularis,,Blue Lanternfish,,F-TACR,AFCVH08010,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Tarletonbeania taylori,,Taillight Lanternfish,,F-TATA,AFCVH08020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Myctophiformes,Myctophidae, , , , , ,,Native,Regularly occurring,, ,N,N,
Tetragonurus cuvieri,,Smalleye Squaretail,,F-TECU,AFCS409020,GNR,,SNR,,, , ,No Status, ,, ,,,,,, ,,Vertebrate Animal,ray-finned fishes,Species,Animalia,Craniata,Actinopterygii,Perciformes,Tetragonuridae, , , , , ,,Native,Regularly occurring,, ,N,N,
